review_id,review_title,review_date,review_rating,review_content,review_location
65b618ce36eecab1df524f34,Customer services absolutely fantastic…,2024-01-21,5,Customer services absolutely fantastic !! They rang to check my order and check my credit card i used was mine.      Great service will definitely use them again. A company that goes that extra step to make sure their customer is satisfied with their order.,GB
65b6a1f0cfc9c07ff0993e66,Au on the website and your…,2024-01-14,5,"I looked on the website and your company met my requirements for good quality tools at reasonable prices, and the delivery service was excellent. I will be doing more business with you in the future. Thanks",GB
65b386d7c870188364819e4b,Top class customer service,2024-01-11,5,"My old Record Power DX1000 dust extractor finally packed up, after years of great service. I needed a replacement dust extractor fast, so I was delighted when it arrived the next day, even though I was advised of a 1-3 day delivery.I chose the smallest unit from the CamVac series (CGV286-3), as it's compact size (36 L) is ideal for my small work space. The suction of this small unit is a massive upgrade to my old extractor. With the 63mm adaptor fitted, it connects straight to my DeWalt table saw outlet. The suction is so strong, you can visibly see the 63mm hose contract once the unit is switched on. My workshop as never been so clear of dust, which is important as I cut a lot  of MDF.",GB
65b929c24ec156917ccaaa76,Tool boxes,2024-01-23,5,Ordered my tool box and it came within 2 days perfect  I will use them again definitely.I’ve already recommended D&M to my friends,GB
65b173aca6fb8b9aebb28c21,First class service,2024-01-17,5,"Order was processed and delivered efficiently and within the time scales quoted.A small glitch with the delivery, made by the courier, was instantly dealt with by D&M Tools. They were helpful and communicative throughout.Will definitely be using again.",GB
65b280d966e17a246111b7f8,After sales service,2024-01-14,5,"I had a problem with a purchase - not D&M's fault but with the manufacturer.  Paul at D&M was tireless in sorting it out, rapidly sending another one, organising pick up of the faulty one etc.  And all the time e-mails answered quickly.  I'll buy from them again.",GB
65ae35ecd2af4d06783ca6a2,First Class service - Great communication,2024-01-08,5,This is a review of the service rather than the machine and tools I purchased (which I am sure are great - it's just I haven't used them).Brilliant communication - there were minor difficulties paying and D&M Tools called immediately and made sure all was in order. Polite and efficient. Machine and tools were delivered on a half pallet the next day and placed exactly where I wanted them.,GB
65ab987cd7d65fdb71410fee,Very easy process,2024-01-13,5,"I had quite a complex order with nine separate elements and it took me a few months to settle on my choice of machines.  The staff were very patient with my questions, very helpful with advice and very easy to talk to about my needs including a very long distance delivery.  Everything turned up quickly safely and well packaged. I am not quite done kitting out the workshop and given their prices, free delivery and standard of service I can't imagine going anywhere else for the next shopping list.",GB
65b2b921dd76b278b61c87e8,Excellent service,2024-01-18,5,"Excellent service, rapid delivery and an email that kept me updated with my large delivery being on a pallet which was great. Thanks D&M",GB
65b36fcd73f6f2270d034f5a,Great service as always,2024-01-11,5,Great service as always. Placed the order before 3pm and received it next morning. Can't ask for more! Keep doing what you're doing! 👍,GB
65aed8b34cc2269f6d340036,"As easy as it should be ! Ordered it ,paid for it delivered it…",2024-01-08,5,"Ordered it ,paid for it delivered it within good time ,exactley as described ,very happy with purchase and price was very good too.Will defintely look here for any other bits I need first.",GB
65afeea1afe4387cb8e90f79,Great product knowledge and service.,2024-01-13,5,"Great product knowledge and even when question couldn’t be answered my contact checked, tested it to be sure and called me back with the answer. Loved the experience and will make me come back for more.",GB
65aee1a8b1c60f8144d279db,Very good experience.,2024-01-15,5,Very good experience.First time user and found the staff extremely helpful and were patient with my mistake.Good service all round and will certainly use D & M again.,GB
65b03bc2a5bb27c8b48871f4,"Great price, great customer service",2024-01-16,5,"Great price on tools and when there was a problem with delivery they followed up with courier and sorted delivery the same day. Great service, 5 stars!",GB
65a7c0942fa418d06d0be2df,Great prices excellent customer service,2024-01-02,5,"Easy to use website and ordering process. Very competitive prices,  good communication and expeditious despatch. Very happy with D & M Tools and will certainly buy from them again. (My purchase was a Makita Router). Many thanks.",GB
65aebe469576a17cafd667eb,Great service,2024-01-17,5,"Great service, very fast delivery and excellent price on bulk buy items.  Have used before and will use again in tge future",GB
65b39546475acf514c6e972b,Excellent customer service,2024-01-18,5,"Have dealt with this company a number of times in recent months, either on-line, or over the phone, they are always so helpful and ready to give advice, my orders have all been dispatched quickly and received the next day, or in the case of heavy machinery, within 2 to 3 days.",GB
65ab8887ec42c88a90c0caed,Did exactly what their website said…,2024-01-04,5,"Did exactly what their website said they would.  Never spoke to a person, which is a shame, in fairness I didn't need to, there are no negative issues.",GB
65b0d8035cecd20030fd9186,Excellent service,2024-01-17,5,"Excellent service, fast and efficient delivery. Good quality item at a low price. Easily contactable and knowledgeable staff. Non of this chatbot rubbish!",GB
65a853b42d1614887aec60fe,I had such a good positive experience…,2023-12-02,5,"I had such a good positive experience with this company recently, I ordered a xmas present for my son but unfortunately got the wrong item. I contacted them after xmas to explain and they were so professional and helpful. Offered full refund, nothing was a problem. My son went to the shop and chose to have another item rather than the refund. He said the shop was brilliant, well stocked and the staff were really lovely to deal with plus the person I'd spoken to had put a note on the order to say it was being returned, which made the process so much easier when he visited the shop. I have taken the time to do this review because when you find competent great service I think it should be shared and say a very big thank you for great service. Last but not least, my son tells me their prices were very competitive 😊Thank youAnne Brennan",GB
65b22c3d7f09768ffc31212c,Brilliant,2024-01-11,5,"Fast response, very friendly and helpful staff! Not to mention, I got through without having to wait long twice",GB
65b18e32b61be0bc37cfcc22,Very quick dispatch and delivery.,2024-01-17,5,,GB
65b173aca6fb8b9aebb28c21,First class service,2024-01-17,5,"Order was processed and delivered efficiently and within the time scales quoted.A small glitch with the delivery, made by the courier, was instantly dealt with by D&M Tools. They were helpful and communicative throughout.Will definitely be using again.",GB
65b127f038fb90dc702802e2,Good price and super quick delivery,2024-01-17,5,Good price and super quick delivery.  Will use again.,GB
65b0fc5f7aa3630742a8a70c,Quick Delivery & Good Prices,2024-01-09,5,"Easy to order, clear communication, good price and extreemly quick delivery, thank you!",GB
65b0f32d653f44d01328e65d,Brilliant delivery service from u guys,2024-01-16,5,,GB
65b0d8035cecd20030fd9186,Excellent service,2024-01-17,5,"Excellent service, fast and efficient delivery. Good quality item at a low price. Easily contactable and knowledgeable staff. Non of this chatbot rubbish!",GB
65b0bbb42e860f334bad1ea4,Great service,2024-01-16,5,Great product. Easy order. Swift delivery.,GB
65b03bc2a5bb27c8b48871f4,"Great price, great customer service",2024-01-16,5,"Great price on tools and when there was a problem with delivery they followed up with courier and sorted delivery the same day. Great service, 5 stars!",GB
65b00a93fd8eade97dfdcb5b,Great service,2024-01-16,5,Great service. Well packed and delivered quickly,GB
65afeea1afe4387cb8e90f79,Great product knowledge and service.,2024-01-13,5,"Great product knowledge and even when question couldn’t be answered my contact checked, tested it to be sure and called me back with the answer. Loved the experience and will make me come back for more.",GB
65afa5fe1edf4d67df4acd04,Great price and speedy delivery,2024-01-09,5,"Great price and speedy delivery. Well done, top marks",GB
65aee1a8b1c60f8144d279db,Very good experience.,2024-01-15,5,Very good experience.First time user and found the staff extremely helpful and were patient with my mistake.Good service all round and will certainly use D & M again.,GB
